sourcemmsi,navigationalstatus,rateofturn,speedoverground,courseoverground,trueheading,lon,lat,t
245257000,0,0,0.1,13.1,36,-4.4657183,48.38249,1443650402
227705102,15,-127,0,262.7,511,-4.4965715,48.38242,1443650403
228131600,15,-127,8.5,263.7,511,-4.644325,48.092247,1443650404
228051000,0,-127,0,295,511,-4.4851084,48.38132,1443650405
227574020,15,-127,0.1,248.6,511,-4.4954414,48.38366,1443650406
228854000,15,0,10.4,258.2,259,-4.347825,48.117958,1443650408
227415000,15,-127,11.4,176.5,511,-4.7691517,47.987152,1443650409
228037700,15,-127,9.1,78.5,511,-4.4719133,48.16634,1443650411
227443000,15,-127,11.1,171.5,511,-4.782632,48.005634,1443650411
245257000,0,0,0,13.1,35,-4.46572,48.382507,1443650413
228051000,0,-127,0,292.2,511,-4.4850984,48.381313,1443650415
228131600,15,-127,8.5,265.2,511,-4.644965,48.09218,1443650416
228854000,15,127,10.3,262.7,270,-4.348457,48.117886,1443650417
228037600,15,-127,9.1,87.6,511,-4.4480133,48.157574,1443650419
227415000,15,-127,11.3,175.8,511,-4.7691116,47.98662,1443650419
227443000,15,-127,11.3,172.6,511,-4.7825317,48.005116,1443650420
228037700,15,-127,6.7,79.3,511,-4.4714084,48.1664,1443650421
245257000,0,0,0,13.1,35,-4.4657216,48.38252,1443650423
227705102,15,-127,0,262.3,511,-4.4965734,48.382423,1443650423
228051000,0,-127,0,291.5,511,-4.4850965,48.38132,1443650424
228131600,15,-127,8.7,260.9,511,-4.645487,48.09213,1443650425
227574020,15,-127,0,244.7,511,-4.49544,48.383663,1443650427
228854000,15,0,10.4,268,270,-4.3492484,48.117874,1443650428
227415000,15,-127,11.4,174.7,511,-4.7690268,47.986107,1443650429
228037600,15,-127,9.1,87.2,511,-4.4473267,48.15763,1443650430
228037700,15,-127,4.4,81.1,511,-4.471053,48.166428,1443650431
227443000,15,-127,11.3,173.7,511,-4.7824483,48.0046,1443650431
245257000,0,0,0.1,13.1,35,-4.4657283,48.382526,1443650433
228051000,0,-127,0,291.4,511,-4.4850736,48.38132,1443650433
228131600,15,-127,8.4,269.4,511,-4.64607,48.092106,1443650434
228854000,15,0,10.4,269.7,271,-4.3499684,48.117874,1443650438
227415000,15,-127,11.1,172.2,511,-4.768925,47.985645,1443650438
228931000,7,-126,8.7,85.1,81,-4.48347,48.11528,1443650438
228037600,15,-127,9.1,86.8,511,-4.4467,48.157658,1443650439
228037700,15,-127,3.1,87.5,511,-4.4708233,48.16644,1443650441
245257000,0,0,0,13.1,35,-4.465737,48.382534,1443650442
228051000,0,-127,0,291.8,511,-4.485085,48.381332,1443650444
227705102,15,-127,0.1,275,511,-4.49658,48.382435,1443650444
228131600,15,-127,8.5,266.2,511,-4.6467066,48.092075,1443650445
227574020,15,-127,0.1,252.4,511,-4.4954367,48.38368,1443650447
